week_index,theme,subject,body,product_line,channel,attachment_kb
8,how_to,[how_to] Reset SSO for contractor #526,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,email,450
24,how_to,[how_to] Reset SSO for contractor #527,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Bravo,phone,0
3,performance,[performance] Dashboard loads slowly #528,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,phone,0
23,performance,[performance] Dashboard loads slowly #529,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,chat,0
23,account,[account] Cannot add new seat #530,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,email,0
15,account,[account] Cannot add new seat #531,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,chat,900
4,how_to,[how_to] Reset SSO for contractor #532,We need steps to reset single sign-on for a contractor who lost device access. Need guidance by Friday.,Alpha,chat,450
4,billing,[billing] Invoice total mismatch #533,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,email,0
7,performance,[performance] Dashboard loads slowly #534,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,120
15,account,[account] Cannot add new seat #535,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Bravo,phone,450
3,bug,[bug] Export fails intermittently #536,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,chat,0
11,how_to,[how_to] Reset SSO for contractor #537,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,email,0
3,bug,[bug] Export fails intermittently #538,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
14,billing,[billing] Invoice total mismatch #539,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
0,performance,[performance] Dashboard loads slowly #540,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,email,450
18,bug,[bug] Export fails intermittently #541,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Charlie,email,0
1,performance,[performance] Dashboard loads slowly #542,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
5,performance,[performance] Dashboard loads slowly #543,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,phone,450
4,performance,[performance] Dashboard loads slowly #544,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,chat,0
21,how_to,[how_to] Reset SSO for contractor #545,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
1,bug,[bug] Export fails intermittently #546,When exporting CSV over 5k rows the job hangs and eventually times out. Priority high.,Bravo,email,0
11,performance,[performance] Dashboard loads slowly #547,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,chat,0
15,performance,[performance] Dashboard loads slowly #548,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Alpha,email,0
13,how_to,[how_to] Reset SSO for contractor #549,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Charlie,email,0
17,account,[account] Cannot add new seat #550,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,120
20,billing,[billing] Invoice total mismatch #551,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
10,account,[account] Cannot add new seat #552,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Alpha,phone,120
21,billing,[billing] Invoice total mismatch #553,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,phone,0
8,billing,[billing] Invoice total mismatch #554,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,120
25,how_to,[how_to] Reset SSO for contractor #555,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Alpha,email,120
13,billing,[billing] Invoice total mismatch #556,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
19,billing,[billing] Invoice total mismatch #557,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,phone,0
22,billing,[billing] Invoice total mismatch #558,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,chat,0
20,how_to,[how_to] Reset SSO for contractor #559,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,120
22,performance,[performance] Dashboard loads slowly #560,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,phone,0
13,billing,[billing] Invoice total mismatch #561,The amount charged does not match our purchase order for last cycle. Blocking our release.,Bravo,chat,120
1,performance,[performance] Dashboard loads slowly #562,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,chat,0
12,performance,[performance] Dashboard loads slowly #563,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,chat,0
4,billing,[billing] Invoice total mismatch #564,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,chat,0
23,billing,[billing] Invoice total mismatch #565,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,chat,0
6,account,[account] Cannot add new seat #566,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,chat,120
5,performance,[performance] Dashboard loads slowly #567,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,phone,0
6,how_to,[how_to] Reset SSO for contractor #568,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Bravo,email,0
16,performance,[performance] Dashboard loads slowly #569,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,chat,0
14,billing,[billing] Invoice total mismatch #570,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,chat,0
24,bug,[bug] Export fails intermittently #571,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Charlie,chat,900
10,performance,[performance] Dashboard loads slowly #572,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,phone,120
7,bug,[bug] Export fails intermittently #573,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,0
1,performance,[performance] Dashboard loads slowly #574,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,chat,450
0,how_to,[how_to] Reset SSO for contractor #575,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,email,0
9,performance,[performance] Dashboard loads slowly #576,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,0
24,how_to,[how_to] Reset SSO for contractor #577,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Charlie,chat,0
13,bug,[bug] Export fails intermittently #578,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,chat,0
